id,pt_in,pt_out,tt_in,tt_out,vf_fr,vf_td,vf_su,pt_in_s,pt_out_s,tt_in_s,tt_out_s,vf_fr_s,vf_td_s,vf_su_s
1354,884.0,646.01,495.95,589.22,249.88,322.9,778.4,410.24,364.15,372.94,376.16,537.62,899.71,124.49
1355,885.0,20.5,593.4,109.55,848.44,527.12,519.58,100.48,781.68,4.42,796.47,416.19,293.94,376.72
1356,886.0,24.28,147.68,553.64,375.84,214.64,497.35,224.46,686.75,669.93,529.33,48.47,909.15,402.42
1357,887.0,179.65,61.01,387.12,636.11,878.94,292.18,387.8,891.85,833.14,784.21,36.02,826.32,26.98
1358,888.0,326.26,359.32,414.32,199.93,454.35,284.61,987.05,368.86,884.94,683.21,536.05,533.95,566.85
1359,889.0,258.32,432.91,603.06,850.49,127.77,171.9,55.3,919.63,106.06,126.66,43.09,729.44,681.58
1360,890.0,84.64,717.14,300.13,864.83,789.98,596.1,924.56,223.76,382.18,571.79,169.19,212.27,639.57
1361,891.0,493.95,721.79,237.19,752.16,321.24,713.38,748.33,176.61,922.12,159.68,816.45,736.83,827.7
1362,892.0,929.79,555.9,598.58,828.98,355.8,313.33,907.67,261.93,587.43,618.07,277.61,853.64,106.46
1363,893.0,904.03,264.44,658.03,988.97,336.67,725.59,684.15,219.42,889.37,801.53,673.79,525.43,302.87
1364,894.0,680.3,823.21,702.03,528.87,281.86,623.75,7.32,395.96,921.21,308.49,971.57,282.42,981.05
1365,895.0,304.32,707.49,347.17,97.83,473.52,88.17,736.91,157.54,907.95,813.24,782.57,627.21,890.66
1366,896.0,771.47,961.3,78.32,78.37,3.88,697.28,437.97,269.92,386.98,570.25,803.49,922.93,872.19
1367,897.0,426.39,235.0,752.91,272.52,692.16,371.19,135.92,956.0,455.55,298.84,234.92,785.03,327.23
1368,898.0,674.9,868.75,52.37,562.7,45.34,217.1,719.32,994.61,893.09,450.28,687.96,466.52,769.3
1369,899.0,215.04,595.22,502.53,666.17,313.64,958.32,117.22,84.8,93.09,566.61,25.78,561.97,383.56
1370,900.0,98.66,862.94,416.58,721.19,477.18,111.81,13.12,191.0,736.29,137.08,300.32,57.55,914.78
1371,901.0,11.26,793.91,168.01,92.76,516.69,81.32,941.51,229.21,769.24,47.23,516.79,594.56,936.3
1372,902.0,314.08,80.84,23.6,530.52,829.61,163.08,880.97,175.81,98.48,301.71,74.76,990.03,327.2
1373,903.0,169.2,535.24,693.9,628.44,357.69,824.28,642.08,716.54,50.06,63.21,90.43,848.78,847.67
1374,904.0,131.51,690.12,781.82,274.93,12.69,97.61,453.34,327.08,927.81,655.08,990.12,151.98,104.01
1375,905.0,255.11,28.54,566.92,709.69,937.93,310.07,843.64,966.61,586.58,887.76,100.05,300.88,838.17
1376,906.0,584.78,930.94,152.75,505.19,890.91,729.39,794.92,669.67,342.92,257.5,172.49,689.52,193.84
1377,907.0,29.95,363.43,762.79,299.43,385.72,325.96,635.19,707.16,777.18,222.77,540.6,185.5,527.24
1378,908.0,881.43,303.5,960.85,834.31,364.12,929.56,572.16,964.03,989.68,940.23,210.36,868.71,931.98
1379,909.0,135.04,718.95,492.41,655.19,46.86,50.94,156.59,659.81,397.1,109.78,259.29,134.56,197.09
1380,910.0,409.11,140.64,119.5,385.2,287.8,380.78,340.92,65.19,632.22,620.59,546.51,250.49,582.62
1381,911.0,960.29,453.49,358.82,914.83,834.2,229.53,290.95,581.03,593.08,146.31,298.67,382.14,683.35
1382,912.0,407.19,299.05,784.89,564.63,64.3,297.27,877.81,402.57,227.83,714.31,255.21,845.57,5.13
1383,913.0,929.18,328.76,277.35,489.84,734.49,649.05,274.29,342.62,802.55,805.71,341.39,119.86,50.52
1384,914.0,783.67,488.58,833.47,806.69,585.66,282.99,226.56,306.58,805.2,431.91,338.46,444.34,11.79
1385,915.0,406.23,347.32,603.71,864.7,440.67,70.11,534.02,951.69,118.82,759.5,744.54,931.58,309.73
1386,916.0,272.13,994.02,112.52,663.27,528.16,252.62,773.73,306.45,569.3,420.22,28.2,598.31,791.64
1387,917.0,876.54,884.15,999.58,822.57,250.47,743.13,275.97,808.84,618.73,740.3,903.87,740.56,469.41
1388,918.0,926.98,130.47,928.69,95.36,219.88,487.06,506.02,272.68,731.35,126.05,955.17,500.03,417.59
1389,919.0,91.32,815.03,225.73,22.42,764.48,358.78,623.29,2.57,935.66,504.08,926.51,684.08,341.32
1390,920.0,450.54,943.57,376.35,772.98,298.02,335.79,923.81,652.27,779.42,482.9,881.32,966.48,775.88
1391,921.0,617.62,96.72,444.41,187.3,472.32,562.08,15.63,374.77,157.53,555.05,136.18,725.52,893.96
1392,922.0,4.96,816.9,761.46,748.98,347.39,438.52,488.7,892.11,398.22,113.32,482.11,137.55,135.54
1393,923.0,333.43,267.36,638.44,30.88,262.35,145.5,115.58,769.73,496.54,112.71,85.6,844.11,402.6
1394,924.0,836.34,131.64,550.25,496.1,422.77,52.51,491.14,730.88,158.52,961.01,931.25,101.7,247.09
1395,925.0,611.6,398.55,216.68,829.3,801.23,758.99,984.73,737.65,321.26,863.41,360.94,700.14,645.3
1396,926.0,950.97,869.56,100.54,153.95,137.31,72.79,410.68,86.45,612.53,849.19,703.89,559.89,763.39
1397,927.0,286.13,541.96,156.87,193.94,320.7,621.09,723.82,388.31,97.03,53.26,407.42,201.6,581.42
1398,928.0,696.36,335.77,423.94,538.47,450.25,311.88,32.05,79.36,380.44,439.84,640.88,803.92,269.5
1399,929.0,594.4,220.97,586.21,20.74,745.29,40.8,44.18,480.03,557.8,921.29,62.76,446.74,79.27
1400,930.0,841.75,447.35,279.64,9.14,606.41,582.2,989.25,627.66,586.86,57.58,410.32,36.52,401.65
1401,931.0,362.61,192.45,941.54,717.62,759.8,933.42,411.37,285.14,433.28,57.21,446.42,257.3,843.07
1402,932.0,602.48,116.46,641.72,877.36,898.3,977.96,563.58,234.95,670.11,455.77,301.58,449.51,661.77
1403,933.0,35.44,674.48,755.27,187.49,644.7,946.09,1.81,476.97,971.14,826.11,709.49,282.32,511.44
1404,934.0,746.86,913.56,939.98,218.47,396.06,56.54,716.78,77.35,376.24,393.86,388.33,946.51,257.4
1405,935.0,244.62,379.43,973.12,898.97,275.68,732.57,474.24,175.73,921.12,517.77,255.28,57.89,744.27
1406,936.0,198.21,727.78,535.07,213.65,67.33,818.82,760.81,676.24,33.28,176.33,811.26,393.2,394.33
1407,937.0,161.76,601.53,7.0,783.67,794.39,765.34,585.33,535.42,237.72,363.73,394.81,78.84,850.23
1408,938.0,636.31,892.42,453.51,236.41,710.28,91.25,504.7,660.24,424.98,746.13,103.05,691.51,160.53
1409,939.0,939.24,627.56,266.38,472.33,44.55,155.5,398.64,628.84,498.25,174.95,921.74,421.83,939.03
1410,940.0,519.91,362.06,425.38,444.2,511.75,667.43,112.95,443.55,857.26,326.19,263.89,91.44,186.32
1411,941.0,26.27,155.71,606.02,888.14,918.79,618.64,688.58,599.93,784.21,709.72,145.08,735.64,895.24
1412,942.0,514.57,867.69,570.62,617.67,503.24,123.31,973.34,229.35,698.92,945.45,544.51,81.17,851.85
1413,943.0,888.28,479.85,404.59,151.99,916.42,750.56,51.78,411.35,956.51,254.86,356.56,983.93,130.23
1414,944.0,687.84,834.62,184.2,931.71,955.39,992.77,356.32,211.05,492.18,626.49,881.33,257.09,383.17
1415,945.0,247.69,340.96,359.72,170.7,508.16,801.81,73.9,794.78,437.84,209.04,112.85,236.32,989.86
1416,946.0,974.81,220.51,487.7,191.22,681.59,17.19,842.07,474.73,96.49,64.91,610.15,695.4,929.89
1417,947.0,677.95,894.86,221.38,573.79,790.33,263.44,352.03,450.15,737.18,152.32,861.37,849.5,827.24
1418,948.0,486.17,504.42,705.37,102.55,627.17,820.26,24.58,979.91,545.55,841.89,747.89,442.9,606.88
1419,949.0,659.84,88.54,611.87,834.35,608.24,662.43,865.17,726.81,435.74,844.43,115.61,53.92,315.74
1420,950.0,483.0,714.98,753.91,247.52,820.88,164.59,402.66,15.18,799.67,759.78,76.74,778.66,300.75
1421,951.0,566.03,309.53,651.6,28.86,897.12,113.32,844.02,881.53,31.97,324.67,88.34,375.82,304.92
1422,952.0,676.06,868.64,775.86,513.67,628.22,161.74,344.58,934.07,63.73,457.38,840.97,855.75,189.42
1423,953.0,39.67,164.4,794.65,402.02,58.47,849.3,717.99,149.47,674.97,675.73,797.41,432.38,160.65
1424,954.0,575.33,471.99,911.02,737.9,213.43,281.5,462.87,741.65,47.32,536.56,140.26,904.48,795.18
1425,955.0,91.28,160.85,274.54,528.43,780.41,344.38,322.19,764.99,787.79,323.78,992.0,864.2,232.9
1426,956.0,210.33,922.29,984.79,153.1,377.88,17.01,860.8,765.6,405.02,126.7,922.14,149.87,561.86
1427,957.0,864.1,250.83,801.29,252.88,226.72,263.23,320.96,340.52,462.97,713.36,311.28,338.57,555.31
1428,958.0,821.51,682.77,707.82,417.81,919.86,569.1,769.58,868.1,171.36,712.73,863.77,98.92,833.22
1429,959.0,725.56,474.52,290.71,94.29,250.24,868.51,435.09,147.68,644.55,633.09,955.81,103.59,327.75
1430,960.0,563.1,594.43,554.13,267.96,384.44,912.87,670.96,776.93,226.22,469.04,315.67,529.48,906.77
1431,961.0,477.61,758.73,334.5,471.44,476.31,319.6,523.11,489.14,454.34,666.63,489.79,787.4,750.36
1432,962.0,764.94,917.54,791.96,80.88,989.27,553.34,794.27,621.28,348.71,168.39,578.69,259.07,477.94
1433,963.0,931.49,371.39,584.54,420.8,189.54,122.64,468.46,393.04,185.59,791.76,866.6,865.71,618.56
1434,964.0,599.19,339.14,853.74,808.08,530.15,483.51,949.27,207.75,837.58,556.93,903.3,939.62,392.72
1435,965.0,819.34,398.0,473.38,143.7,407.82,205.07,411.93,247.43,657.83,455.37,447.88,382.99,840.47
1436,966.0,682.46,159.51,956.21,336.57,61.47,30.01,765.67,486.56,408.59,293.47,126.51,435.93,947.67
1437,967.0,330.01,538.82,885.15,881.37,728.75,205.15,914.93,379.68,218.43,925.91,584.76,121.2,847.77
1438,968.0,927.19,613.77,228.31,305.19,856.61,925.25,564.61,532.9,641.43,98.27,197.46,107.35,589.75
1439,969.0,319.4,903.02,590.95,947.5,908.55,978.85,473.29,725.48,85.18,996.53,302.73,397.57,914.61
1440,970.0,445.74,999.98,148.73,307.15,479.88,64.13,775.05,306.83,164.35,777.06,472.66,925.31,854.7
1441,971.0,519.66,126.9,828.65,116.73,494.7,848.68,421.66,179.44,161.88,126.12,292.63,609.77,516.53
1442,972.0,748.17,916.98,796.08,957.67,16.59,292.54,353.02,928.35,933.71,916.25,84.03,65.94,326.97
1443,973.0,812.01,110.65,953.47,531.4,597.15,306.3,419.95,139.5,12.37,546.52,312.56,231.61,224.77
1444,974.0,402.47,454.63,493.87,159.67,368.33,336.89,668.65,829.53,496.0,743.74,336.72,584.03,367.85
1445,975.0,120.13,926.94,414.12,123.19,344.56,967.73,643.33,276.4,0.23,625.69,182.94,463.75,379.07
1446,976.0,359.18,796.9,615.38,488.56,508.26,271.67,742.17,463.68,881.96,633.59,669.33,469.85,647.43
1447,977.0,405.16,117.34,955.45,511.13,607.26,930.2,54.71,982.36,859.45,98.08,429.12,108.72,340.13
1448,978.0,882.64,14.55,688.72,246.75,624.43,346.21,345.23,215.64,695.05,822.13,544.11,625.24,842.58
1449,979.0,408.77,419.82,784.51,626.09,868.69,409.81,752.28,708.27,415.15,745.69,812.24,477.78,531.41
1450,980.0,360.24,990.78,153.03,430.93,496.03,297.39,594.04,696.11,715.4,955.53,878.5,786.52,340.18
1451,981.0,978.84,183.59,81.53,675.02,526.69,395.58,174.77,178.29,413.82,699.18,791.83,385.31,281.45
1452,982.0,924.83,748.16,997.32,433.91,345.28,486.95,934.22,977.72,571.02,482.6,646.26,47.76,91.01
1453,983.0,930.18,650.84,108.64,638.13,942.68,106.47,170.46,996.78,993.18,16.27,554.41,619.37,728.06
1454,984.0,100.7,574.66,41.7,804.09,191.56,17.06,725.42,955.5,320.36,31.25,716.97,284.86,838.59
1455,985.0,305.11,666.6,758.51,698.63,63.37,787.16,116.78,167.85,426.46,414.43,54.19,479.72,450.83
1456,986.0,595.46,694.41,520.71,777.7,866.78,964.09,270.41,979.64,407.38,657.51,969.46,941.38,861.2
1457,987.0,604.1,516.72,153.11,987.33,522.62,659.33,838.2,144.56,443.72,849.41,650.98,890.15,26.81
1458,988.0,227.83,442.18,508.12,595.77,251.14,472.13,254.62,856.69,545.54,892.27,249.29,415.87,114.42
1459,989.0,147.88,964.9,751.15,232.55,61.58,748.32,459.69,597.62,656.62,607.32,790.34,763.86,128.53
1460,990.0,205.75,569.62,185.9,574.82,760.15,508.93,860.39,474.52,287.18,441.24,113.12,229.33,517.51
1461,991.0,429.3,472.51,863.44,255.11,966.93,186.38,516.06,69.07,280.56,580.16,222.16,379.95,17.51
1462,992.0,523.11,271.56,482.71,680.04,82.81,361.95,969.27,302.33,136.37,842.28,540.88,896.76,938.77
1463,993.0,548.98,673.42,173.67,49.92,306.76,206.05,358.56,598.79,61.22,166.47,898.09,689.38,449.53
1464,994.0,54.59,60.5,194.6,130.73,165.38,837.46,75.14,332.01,424.47,247.48,379.01,125.5,465.52
1465,995.0,93.93,637.88,629.52,929.55,825.59,673.01,558.25,421.42,494.83,542.58,960.05,474.68,632.25
1466,996.0,574.03,757.44,134.93,45.24,424.6,495.13,956.94,987.41,158.21,838.01,988.24,414.24,464.23
1467,997.0,886.26,550.03,378.85,240.74,48.23,47.02,810.06,633.21,866.87,432.56,920.84,180.48,470.79
1468,998.0,398.08,936.81,64.91,207.24,194.15,358.87,412.16,608.31,389.4,442.01,725.85,336.66,75.15
1469,999.0,597.69,927.81,692.99,682.74,556.9,382.15,627.77,11.91,227.84,958.74,309.64,689.87,729.26
1470,1000.0,418.25,269.94,705.88,360.29,841.98,929.92,276.78,591.67,630.29,392.73,520.63,76.48,798.44
1471,2.62,2.61,19.26,36.52,0.0,0.0,3744621.0,2.62,2.61,19.26,36.52,1590.24,7564.75,3528894.0
1472,2.67,2.66,19.54,39.49,0.0,0.0,3744621.0,2.67,2.66,19.54,39.49,972.65,8630.29,3529959.0
1473,2.72,2.71,19.59,40.04,0.0,0.0,3744621.0,2.72,2.71,19.59,40.04,920.57,9479.43,3530808.0
1474,2.72,2.71,19.59,40.04,0.0,0.0,3744621.0,2.72,2.71,19.59,40.04,920.57,9479.43,3530808.0
1475,2.81,2.8,19.41,39.42,0.0,0.0,3744621.0,2.81,2.8,19.41,39.42,674.29,9532.06,3530861.0
1476,2.83,2.82,19.01,36.56,0.0,0.0,3744621.0,2.83,2.82,19.01,36.56,2402.23,10612.08,3531941.0
1477,2.8,2.79,18.62,30.98,0.0,0.0,3744621.0,2.8,2.79,18.62,30.98,2191.28,12026.91,3533356.0
1478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1479,2.77,2.76,18.01,23.18,0.0,0.0,3744621.0,2.77,2.76,18.01,23.18,1566.25,15896.85,3537226.0
1480,2.77,2.76,18.03,21.7,0.0,0.0,3744621.0,2.77,2.76,18.03,21.7,1697.47,17530.12,3538859.0
1481,2.77,2.76,18.03,21.7,0.0,0.0,3744621.0,2.77,2.76,18.03,21.7,830.45,18818.96,3540148.0
1482,2.9,2.89,19.6,21.47,0.0,0.0,3744621.0,2.9,2.89,19.6,21.47,829.5,19537.34,3540866.0
1483,2.9,2.89,19.6,21.47,0.0,0.0,3744621.0,2.9,2.89,19.6,21.47,548.54,19876.7,3541205.0
1484,2.99,2.98,20.57,21.43,0.0,0.0,3744621.0,2.99,2.98,20.57,21.43,516.23,20529.44,3541858.0
1485,2.99,2.98,20.57,21.43,0.0,0.0,3744621.0,2.99,2.98,20.57,21.43,516.23,20529.44,3541858.0
1486,2.99,2.98,20.57,21.43,0.0,0.0,3744621.0,2.99,2.98,20.57,21.43,516.23,20529.44,3541858.0
1487,2.99,2.98,20.57,21.43,0.0,0.0,3744621.0,2.99,2.98,20.57,21.43,516.23,20529.44,3541858.0
1488,2.99,2.98,20.57,21.43,0.0,0.0,3744621.0,2.99,2.98,20.57,21.43,516.23,20529.44,3541858.0
1489,2.99,2.98,20.57,21.43,0.0,0.0,3744621.0,2.99,2.98,20.57,21.43,516.23,20529.44,3541858.0
1490,2.7,2.7,19.24,35.77,0.0,0.0,3744621.0,2.7,2.7,19.24,35.77,888.88,752.58,3548419.0
1491,2.7,2.7,19.24,35.77,0.0,0.0,3744621.0,2.7,2.7,19.24,35.77,888.88,752.58,3548419.0
1492,2.59,2.57,19.61,35.01,0.0,0.0,3744621.0,2.59,2.57,19.61,35.01,3196.96,6301.76,3553969.0
1493,2.61,2.61,19.41,39.58,0.0,0.0,3744621.0,2.61,2.61,19.41,39.58,798.17,8038.63,3555705.0
1494,2.67,2.66,19.47,42.08,0.0,0.0,3744621.0,2.67,2.66,19.47,42.08,772.41,8825.0,3556492.0
1495,2.73,2.73,19.28,40.67,0.0,0.0,3744621.0,2.73,2.73,19.28,40.67,625.31,9554.75,3557221.0
1496,2.79,2.79,19.16,40.24,0.0,0.0,3744621.0,2.79,2.79,19.16,40.24,547.54,10159.83,3557826.0
1497,2.83,2.83,19.38,40.86,0.0,0.0,3744621.0,2.83,2.83,19.38,40.86,654.6,10694.84,3558361.0
1498,2.85,2.84,18.97,36.12,0.0,0.0,3744621.0,2.85,2.84,18.97,36.12,1792.62,11946.84,3559614.0
1499,2.86,2.85,18.67,32.66,0.0,0.0,3744621.0,2.86,2.85,18.67,32.66,1349.71,13534.01,3561201.0
1500,2.86,2.85,18.43,28.35,0.0,0.0,3744621.0,2.86,2.85,18.43,28.35,1581.99,15028.5,3562695.0
1501,2.86,2.85,18.32,25.21,0.0,0.0,3744621.0,2.86,2.85,18.32,25.21,1634.38,16644.14,3564311.0
1502,2.86,2.86,18.25,24.29,0.0,0.0,3744621.0,2.86,2.86,18.25,24.29,1733.04,18334.55,3566001.0
1503,2.87,2.87,18.22,23.24,0.0,0.0,3744621.0,2.87,2.87,18.22,23.24,1673.91,20053.83,3567721.0
1504,2.92,2.92,18.3,23.24,0.0,0.0,3744621.0,2.92,2.92,18.3,23.24,549.14,20777.03,3568444.0
1505,2.97,2.97,18.4,23.28,0.0,0.0,3744621.0,2.97,2.97,18.4,23.28,529.24,21319.24,3568986.0
1506,3.01,3.0,18.35,22.31,0.0,0.0,3744621.0,3.01,3.0,18.35,22.31,575.04,21862.9,3569529.0
1507,3.03,3.03,18.8,21.35,0.0,0.0,3744621.0,3.03,3.03,18.8,21.35,0.0,22123.39,3569790.0
1508,3.05,3.04,19.49,20.83,0.0,0.0,3744621.0,3.05,3.04,19.49,20.83,0.0,22123.39,3569790.0
1509,3.03,3.02,19.65,20.34,0.0,0.0,3744621.0,3.03,3.02,19.65,20.34,1429.07,22269.32,3569936.0
1510,2.9,2.9,18.86,19.59,0.0,0.0,3744621.0,2.9,2.9,18.86,19.59,1144.76,23536.7,3571203.0
1511,2.79,2.78,20.88,23.77,0.0,0.0,3744621.0,2.79,2.78,20.88,23.77,1146.19,24665.68,3572332.0
1512,2.91,2.9,24.79,30.37,0.0,0.0,3744621.0,2.91,2.9,24.79,30.37,1169.8,25839.74,3573506.0
1513,2.9,2.9,25.78,35.59,0.0,0.0,3744621.0,2.9,2.9,25.78,35.59,677.54,641.43,3574169.0
1514,2.84,2.84,32.41,38.09,0.0,0.0,3744621.0,2.84,2.84,32.41,38.09,540.4,1242.93,3574771.0
1515,2.78,2.77,34.25,38.43,0.0,0.0,3744621.0,2.78,2.77,34.25,38.43,1612.55,2189.08,3575717.0
1516,2.66,2.64,31.51,36.64,0.0,0.0,3744621.0,2.66,2.64,31.51,36.64,3030.55,5171.69,3578700.0
1517,2.65,2.65,20.0,40.46,0.0,0.0,3744621.0,2.65,2.65,20.0,40.46,588.58,6539.75,3580067.0
1518,2.71,2.71,19.96,41.43,0.0,0.0,3744621.0,2.71,2.71,19.96,41.43,565.62,7107.16,3580635.0
1519,2.76,2.75,19.96,41.8,0.0,0.0,3744621.0,2.76,2.75,19.96,41.8,541.62,7663.96,3581192.0
1520,2.8,2.8,19.88,41.63,0.0,0.0,3744621.0,2.8,2.8,19.88,41.63,532.73,8196.12,3581724.0
1521,2.84,2.84,19.81,40.14,0.0,0.0,3744621.0,2.84,2.84,19.81,40.14,543.95,8736.18,3582264.0
1522,2.85,2.84,19.35,34.94,0.0,0.0,3744621.0,2.85,2.84,19.35,34.94,1647.77,10348.1,3583876.0
1523,2.8,2.79,23.17,31.48,0.0,0.0,3744621.0,2.8,2.79,23.17,31.48,1554.48,11981.65,3585510.0
1524,2.81,2.8,23.11,28.6,0.0,0.0,3744621.0,2.81,2.8,23.11,28.6,1115.49,13529.25,3587057.0
1525,2.96,2.96,19.14,26.83,0.0,0.0,3744621.0,2.96,2.96,19.14,26.83,1206.85,14708.87,3588237.0
1526,2.77,2.77,18.16,24.25,0.0,0.0,3744621.0,2.77,2.77,18.16,24.25,1326.41,15979.43,3589507.0
1527,2.79,2.79,18.1,22.41,0.0,0.0,3744621.0,2.79,2.79,18.1,22.41,1352.8,17323.26,3590851.0
1528,2.83,2.83,18.18,21.9,0.0,0.0,3744621.0,2.83,2.83,18.18,21.9,1249.39,18641.63,3592170.0
1529,2.89,2.88,18.22,21.43,0.0,0.0,3744621.0,2.89,2.88,18.22,21.43,603.66,19743.73,3593271.0
1530,2.97,2.97,19.83,21.12,0.0,0.0,3744621.0,2.97,2.97,19.83,21.12,551.79,20328.66,3593856.0
1531,2.92,2.92,19.85,20.51,0.0,0.0,3744621.0,2.92,2.92,19.85,20.51,506.85,20858.15,3594386.0
1532,2.87,2.86,19.65,19.95,0.0,0.0,3744621.0,2.87,2.86,19.65,19.95,567.09,21404.82,3594933.0
1533,2.81,2.81,19.43,19.2,0.0,0.0,3744621.0,2.81,2.81,19.43,19.2,509.95,21939.99,3595468.0
1534,2.75,2.75,19.62,19.6,0.0,0.0,3744621.0,2.75,2.75,19.62,19.6,622.91,22504.6,3596032.0
1535,2.71,2.71,19.96,21.48,0.0,0.0,3744621.0,2.71,2.71,19.96,21.48,1335.36,23659.1,3597187.0
1536,2.9,2.89,21.79,25.56,0.0,0.0,3744621.0,2.9,2.89,21.79,25.56,1389.19,25359.8,3598888.0
1537,2.77,2.77,22.61,32.04,0.0,0.0,3744621.0,2.77,2.77,22.61,32.04,950.95,823.46,3599740.0
1538,2.71,2.7,29.13,35.5,0.0,0.0,3744621.0,2.71,2.7,29.13,35.5,1092.06,1856.5,3600773.0
1539,2.74,2.74,19.5,37.51,0.0,0.0,3744621.0,2.74,2.74,19.5,37.51,1279.23,3030.33,3601947.0
1540,2.72,2.7,19.37,35.05,0.0,0.0,3744621.0,2.72,2.7,19.37,35.05,3306.48,5865.44,3604783.0
1541,2.73,2.73,19.26,39.03,0.0,0.0,3744621.0,2.73,2.73,19.26,39.03,819.61,7160.06,3606077.0
1542,2.77,2.77,19.54,39.08,0.0,0.0,3744621.0,2.77,2.77,19.54,39.08,810.0,7986.0,3606903.0
1543,2.82,2.81,19.72,39.32,0.0,0.0,3744621.0,2.82,2.81,19.72,39.32,760.72,8771.4,3607688.0
1544,2.84,2.83,19.78,37.54,0.0,0.0,3744621.0,2.84,2.83,19.78,37.54,711.53,9513.88,3608431.0
1545,2.86,2.86,19.38,35.4,0.0,0.0,3744621.0,2.86,2.86,19.38,35.4,683.25,10206.27,3609123.0
1546,2.86,2.85,19.11,31.57,0.0,0.0,3744621.0,2.86,2.85,19.11,31.57,1452.96,11980.46,3610898.0
1547,2.86,2.85,18.77,29.97,0.0,0.0,3744621.0,2.86,2.85,18.77,29.97,1273.87,13445.02,3612362.0
1548,2.85,2.84,18.48,26.3,0.0,0.0,3744621.0,2.85,2.84,18.48,26.3,1572.77,14897.52,3613815.0
1549,2.84,2.84,18.29,23.86,0.0,0.0,3744621.0,2.84,2.84,18.29,23.86,1662.55,16518.1,3615435.0
1550,2.84,2.83,18.23,22.26,0.0,0.0,3744621.0,2.84,2.83,18.23,22.26,1718.98,18230.2,3617147.0
1551,2.86,2.86,18.34,22.66,0.0,0.0,3744621.0,2.86,2.86,18.34,22.66,529.5,19057.27,3617974.0
1552,2.9,2.89,18.48,23.18,0.0,0.0,3744621.0,2.9,2.89,18.48,23.18,527.49,19586.94,3618504.0
1553,2.94,2.94,19.44,22.92,0.0,0.0,3744621.0,2.94,2.94,19.44,22.92,488.65,20101.29,3619018.0
1554,2.89,2.89,21.29,23.36,0.0,0.0,3744621.0,2.89,2.89,21.29,23.36,498.77,20594.66,3619511.0
1555,2.87,2.87,19.94,18.43,0.0,0.0,3744621.0,2.87,2.87,19.94,18.43,0.0,20762.02,3619679.0
1556,2.87,2.87,19.99,18.5,0.0,0.0,3744621.0,2.87,2.87,19.99,18.5,0.0,20762.02,3619679.0
1557,2.87,2.87,20.11,18.66,0.0,0.0,3744621.0,2.87,2.87,20.11,18.66,0.0,20762.02,3619679.0
1558,2.74,2.74,18.99,18.48,0.0,0.0,3744621.0,2.74,2.74,18.99,18.48,1301.1,22026.93,3620944.0
1559,2.88,2.87,19.1,19.94,0.0,0.0,3744621.0,2.88,2.87,19.1,19.94,2214.34,23946.63,3622864.0
1560,2.92,2.92,21.98,24.14,0.0,0.0,3744621.0,2.92,2.92,21.98,24.14,1343.05,25745.93,3624663.0
1561,2.87,2.86,20.14,28.19,0.0,0.0,3744621.0,2.87,2.86,20.14,28.19,848.38,806.88,3625498.0
1562,2.87,2.87,19.56,30.99,0.0,0.0,3744621.0,2.87,2.87,19.56,30.99,1002.25,1740.02,3626431.0
1563,2.86,2.86,19.66,32.22,0.0,0.0,3744621.0,2.86,2.86,19.66,32.22,1194.56,2850.43,3627541.0
1564,2.77,2.74,19.21,30.46,0.0,0.0,3744621.0,2.77,2.74,19.21,30.46,3602.91,5588.88,3630280.0
1565,2.77,2.76,19.38,33.21,0.0,0.0,3744621.0,2.77,2.76,19.38,33.21,1495.24,7295.39,3631986.0
1566,2.81,2.8,19.79,36.01,0.0,0.0,3744621.0,2.81,2.8,19.79,36.01,698.85,8156.06,3632847.0
1567,2.84,2.83,19.93,37.03,0.0,0.0,3744621.0,2.84,2.83,19.93,37.03,651.57,8824.16,3633515.0
1568,2.86,2.86,19.73,37.03,0.0,0.0,3744621.0,2.86,2.86,19.73,37.03,639.63,9475.93,3634167.0
1569,2.88,2.87,19.48,34.73,0.0,0.0,3744621.0,2.88,2.87,19.48,34.73,641.69,10111.32,3634802.0
1570,2.88,2.87,19.02,31.26,0.0,0.0,3744621.0,2.88,2.87,19.02,31.26,1500.14,11493.4,3636184.0
1571,2.86,2.85,18.66,27.49,0.0,0.0,3744621.0,2.86,2.85,18.66,27.49,1523.43,13305.91,3637997.0
1572,2.84,2.84,18.48,25.32,0.0,0.0,3744621.0,2.84,2.84,18.48,25.32,1669.08,14924.57,3639616.0
1573,2.83,2.82,18.37,24.09,0.0,0.0,3744621.0,2.83,2.82,18.37,24.09,1724.05,16619.68,3641311.0
1574,2.83,2.82,18.4,23.49,0.0,0.0,3744621.0,2.83,2.82,18.4,23.49,1784.71,18383.48,3643075.0
1575,2.84,2.84,18.38,22.98,0.0,0.0,3744621.0,2.84,2.84,18.38,22.98,557.36,20016.36,3644707.0
1576,2.88,2.88,18.44,23.22,0.0,0.0,3744621.0,2.88,2.88,18.44,23.22,558.14,20576.9,3645268.0
1577,2.92,2.92,18.52,23.03,0.0,0.0,3744621.0,2.92,2.92,18.52,23.03,515.36,21116.54,3645807.0
1578,2.95,2.94,18.65,22.91,0.0,0.0,3744621.0,2.95,2.94,18.65,22.91,452.89,21599.19,3646290.0
