id,pt_in,pt_out,tt_in,tt_out,vf_fr,vf_td,vf_su,pt_in_s,pt_out_s,tt_in_s,tt_out_s,vf_fr_s,vf_td_s,vf_su_s
4279,4.46,2.47,20.34,20.1,0.0,295.44,2265743.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4280,4.45,3.68,19.81,19.32,0.0,554.66,2266002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4281,4.44,3.05,19.54,19.39,0.0,554.66,2266002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4282,4.41,2.55,19.4,19.31,0.0,554.66,2266002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4283,4.41,2.06,19.44,19.38,0.0,554.66,2266002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4284,4.5,2.67,21.15,21.46,0.0,886.63,2266334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4285,4.44,3.35,25.22,25.65,3255.34,1405.68,2266853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4286,4.17,1.17,28.72,29.9,0.0,1496.85,2266944.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4287,4.07,1.6,32.1,33.52,0.0,1870.87,2267318.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4288,4.25,2.13,33.22,35.21,0.0,2240.25,2267687.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4289,4.1,2.2,33.92,36.15,0.0,2521.42,2267968.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4290,4.09,3.27,34.91,36.29,0.0,2921.22,2268368.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4291,4.32,1.37,37.75,38.18,0.0,2921.22,2268368.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4292,4.41,2.05,38.19,38.22,0.0,3277.18,2268724.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4293,4.26,2.37,36.72,36.97,0.0,3642.75,2269090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4294,4.35,2.58,35.17,35.47,0.0,3930.28,2269377.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4295,4.39,3.14,33.25,32.88,0.0,4209.89,2269657.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4296,4.37,3.86,29.24,28.48,0.0,4521.2,2269968.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4297,4.34,2.27,26.77,26.19,0.0,4521.2,2269968.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4298,4.4,2.9,25.51,25.1,0.0,4785.4,2270233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4299,4.39,4.05,24.39,24.14,0.0,5060.39,2270507.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300,4.33,3.18,24.03,23.92,0.0,5060.39,2270507.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4301,4.49,2.36,23.28,23.09,0.0,0.0,2270507.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4302,4.47,3.38,21.95,21.51,0.0,243.05,2270750.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4303,4.45,2.7,21.53,21.23,0.0,243.05,2270750.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4304,4.39,3.09,20.98,20.16,3567.44,357.06,2270864.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4305,4.39,3.33,20.43,19.89,0.0,487.91,2270995.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4306,4.36,2.87,20.55,20.24,0.0,487.91,2270995.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4307,4.39,3.4,19.87,19.45,0.0,635.43,2271143.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4308,4.47,1.96,22.04,22.37,0.0,635.43,2271143.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4309,4.33,2.34,26.35,26.65,0.0,1219.6,2271727.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4310,4.24,1.48,28.85,29.53,0.0,1541.5,2272049.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4311,4.31,1.71,31.96,32.85,0.0,1914.27,2272422.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4312,4.33,1.87,32.63,33.71,0.0,2296.81,2272804.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4313,4.34,1.71,32.92,33.82,0.0,2618.42,2273126.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4314,4.36,2.26,34.05,34.86,0.0,2982.26,2273490.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4315,4.38,2.87,33.41,33.85,0.0,3340.93,2273848.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4316,4.37,3.38,32.46,32.52,0.0,3709.87,2274217.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4317,4.41,3.75,28.94,26.95,2779.71,4395.69,2274903.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4318,4.35,3.66,26.99,26.03,0.0,4666.07,2275173.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4319,4.28,3.71,24.97,24.29,0.0,4913.04,2275421.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4320,4.48,3.72,23.63,22.85,0.0,5163.01,2275671.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4321,4.41,3.65,23.22,21.75,0.0,5372.64,2275880.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,4.43,2.61,23.13,22.79,0.0,5372.65,2275880.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4323,4.37,3.38,22.22,21.77,0.0,5595.6,2276103.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4324,4.39,3.73,21.47,21.03,0.0,0.0,2276281.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4325,4.4,2.98,21.25,20.93,0.0,0.0,2276281.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4326,4.4,2.32,20.97,20.73,0.0,0.0,2276281.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4327,4.39,1.72,20.5,20.31,0.0,0.0,2276281.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4328,4.38,3.91,19.77,18.92,0.0,354.66,2276636.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4329,4.39,3.3,19.36,19.0,0.0,354.66,2276636.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4330,4.39,2.73,19.5,19.23,0.0,354.66,2276636.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4331,4.27,3.62,21.41,21.52,0.0,695.58,2276977.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4332,4.27,1.97,26.61,27.05,0.0,997.63,2277279.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4333,4.16,3.17,31.66,30.0,2970.76,1633.15,2277916.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4334,4.26,3.81,29.42,27.86,0.0,2149.83,2278431.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4335,4.35,3.97,33.39,31.2,2029.48,2618.4,2278900.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4336,4.42,1.15,34.19,35.69,0.0,2660.14,2278942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4337,4.22,1.28,34.79,35.86,0.0,3026.94,2279308.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4338,4.32,1.59,35.23,35.37,0.0,3394.21,2279676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4339,4.25,1.9,36.95,36.83,0.0,3816.48,2280098.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4340,4.16,2.06,36.35,35.93,0.0,4188.07,2280470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4341,4.46,1.97,34.53,34.36,0.0,4535.4,2280817.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4342,4.33,3.66,32.13,31.43,0.0,5105.91,2281387.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4343,4.18,3.24,27.97,27.15,0.0,5370.37,2281652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4344,4.3,3.61,24.11,23.46,0.0,5651.35,2281933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4345,4.39,1.97,22.87,22.32,0.0,5651.35,2281933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4346,4.23,3.16,21.75,21.3,0.0,5994.07,2282276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4347,4.34,2.28,21.23,20.93,0.0,5994.07,2282276.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4348,4.42,3.24,20.57,20.0,0.0,0.0,2282510.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4349,4.42,2.4,20.07,19.77,0.0,0.0,2282510.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4350,4.41,4.2,19.74,19.55,0.0,342.41,2282852.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4351,4.37,3.76,19.44,19.33,0.0,342.41,2282852.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4352,4.37,3.41,19.17,18.98,0.0,342.41,2282852.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4353,4.37,3.09,19.29,19.19,0.0,342.41,2282852.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4354,4.27,2.79,19.79,19.76,0.0,342.41,2282852.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4355,4.12,3.92,22.2,22.1,0.0,627.42,2283138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4356,4.01,2.69,26.08,26.18,0.0,891.46,2283401.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4357,4.24,2.87,27.54,26.91,0.0,1452.21,2283962.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4358,4.39,1.52,28.29,27.6,0.0,1730.63,2284241.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4359,4.31,3.46,27.74,27.08,0.0,2327.53,2284838.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4360,4.28,1.23,28.93,28.75,0.0,2327.53,2284838.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4361,4.13,2.17,29.68,28.88,0.0,2712.8,2285223.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4362,4.1,2.91,28.71,27.7,0.0,3068.93,2285579.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,4.08,1.78,30.9,30.44,0.0,3239.49,2285750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4364,4.17,2.73,28.91,28.55,0.0,3698.99,2286209.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4365,4.05,2.11,27.57,26.87,3576.07,3939.59,2286450.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4366,3.92,3.26,26.51,25.7,0.0,4352.81,2286863.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4367,3.89,1.78,24.96,24.7,0.0,4352.81,2286863.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4368,3.88,2.99,22.32,21.84,0.0,4703.28,2287213.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4369,3.83,1.38,21.13,20.78,0.0,4703.28,2287213.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4370,3.8,2.6,20.11,19.7,0.0,5062.45,2287573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4371,3.75,1.36,19.86,19.76,0.0,5062.45,2287573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4372,3.63,2.99,18.99,18.81,0.0,0.0,2287912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4373,3.63,3.4,18.36,18.24,0.0,132.94,2288045.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4374,3.63,2.85,17.67,17.54,0.0,132.94,2288045.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4375,3.63,2.32,17.03,16.83,0.0,132.94,2288045.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4376,3.55,3.44,16.69,16.47,0.0,345.33,2288257.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4377,3.55,2.98,16.57,16.41,0.0,345.33,2288257.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4378,3.53,2.63,17.05,16.99,0.0,345.33,2288257.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4379,3.43,3.4,19.21,19.74,443.55,607.13,2288519.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4380,3.4,2.14,24.01,24.93,0.0,887.71,2288799.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4381,3.71,3.67,26.67,27.5,583.48,1630.28,2289542.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4382,4.09,3.45,30.32,31.61,0.0,2104.15,2290016.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4383,4.41,3.17,32.76,34.44,0.0,2465.6,2290377.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4384,4.27,2.61,33.19,34.94,0.0,2777.08,2290689.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4385,4.22,2.85,35.19,36.82,0.0,3129.4,2291041.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4386,4.2,2.81,37.42,38.12,0.0,3411.04,2291323.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4387,4.2,3.86,38.9,37.75,0.0,3836.56,2291748.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4388,4.23,3.42,38.38,37.95,0.0,4105.81,2292018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4389,4.09,2.85,36.06,36.54,0.0,4355.94,2292268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4390,4.0,2.31,33.89,33.94,0.0,4616.69,2292528.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4391,3.99,2.13,28.61,28.63,0.0,4912.8,2292825.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4392,4.17,3.68,25.59,25.4,0.0,5346.08,2293258.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4393,4.08,2.01,24.44,24.39,0.0,5346.08,2293258.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4394,4.02,2.85,23.57,23.33,0.0,5635.59,2293547.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4395,3.98,3.91,23.2,22.55,767.64,5890.9,2293803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4396,3.95,3.07,22.79,22.76,0.0,0.0,2293820.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4397,3.95,2.39,22.59,22.55,0.0,0.0,2293820.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4398,3.94,3.08,22.16,21.61,2534.85,152.74,2293973.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4399,3.94,3.59,21.06,20.88,0.0,297.96,2294118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4400,3.94,3.25,20.37,20.2,0.0,297.96,2294118.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4401,3.93,3.93,19.66,19.58,0.0,412.79,2294233.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4402,3.86,3.71,20.18,20.13,0.0,412.97,2294233.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4403,3.86,3.24,22.47,23.12,0.0,412.97,2294233.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4404,3.77,2.71,27.42,28.55,0.0,734.43,2294555.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4405,3.88,2.61,30.57,30.47,2772.4,1192.21,2295012.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4406,3.95,3.58,33.89,34.68,0.0,1779.16,2295599.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4407,4.03,3.19,37.07,38.6,0.0,2178.14,2295998.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4408,4.43,2.7,37.85,39.51,0.0,2509.47,2296329.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4409,4.37,2.94,38.4,40.13,0.0,2893.46,2296713.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4410,4.3,3.12,40.14,40.67,0.0,3242.11,2297062.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,4.24,3.26,39.07,38.82,0.0,3604.48,2297424.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4412,4.22,3.05,33.44,33.59,0.0,3954.97,2297775.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4413,4.21,3.05,30.51,30.42,0.0,4349.74,2298170.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4414,4.05,2.86,30.29,30.09,0.0,4702.26,2298522.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4415,4.03,2.58,26.99,26.85,0.0,4954.77,2298775.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4416,3.98,2.63,24.81,24.63,0.0,5185.67,2299006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4417,4.16,2.75,23.93,23.67,0.0,5474.33,2299294.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4418,4.14,2.72,23.14,22.82,0.0,5712.93,2299533.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4419,4.02,3.2,22.53,22.26,0.0,5938.21,2299758.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4420,3.97,3.27,22.03,22.05,0.0,0.0,2299885.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4421,3.95,2.44,21.68,21.6,0.0,0.0,2299885.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4422,3.94,1.67,21.33,21.25,0.0,0.0,2299885.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4423,3.93,3.4,20.64,20.57,0.0,318.66,2300204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4424,3.92,2.72,20.93,20.96,0.0,318.66,2300204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4425,3.91,2.2,20.33,20.33,0.0,318.66,2300204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4426,3.89,1.67,19.31,19.13,0.0,318.66,2300204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4427,3.82,3.57,20.03,19.85,0.0,657.66,2300543.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4428,3.62,1.19,21.93,21.19,0.0,657.66,2300543.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4429,3.76,2.37,26.76,26.13,2727.5,1252.45,2301138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4430,4.02,3.59,27.18,26.57,0.0,1882.88,2301768.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4431,4.41,3.68,26.32,25.4,0.0,2234.08,2302119.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4432,4.43,3.16,24.7,24.02,0.0,2527.07,2302412.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4433,4.36,3.36,25.42,24.75,0.0,2867.38,2302753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4434,4.32,3.04,23.91,23.07,0.0,3199.11,2303084.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4435,4.26,2.12,22.95,22.56,0.0,3528.78,2303414.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4436,4.39,1.52,22.67,22.24,0.0,3866.74,2303752.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4437,4.42,1.88,21.71,21.54,0.0,4227.12,2304112.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4438,4.38,2.74,19.25,19.1,0.0,4610.11,2304495.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4439,4.38,2.85,17.46,17.25,0.0,4899.18,2304784.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4440,4.22,3.99,16.92,16.16,0.0,5306.94,2305192.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4441,3.77,2.07,17.84,18.29,0.0,1054.33,2306665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4442,4.11,2.29,24.62,25.5,0.0,1400.01,2307010.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4443,4.35,2.43,26.49,27.43,0.0,1720.99,2307331.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4444,4.24,2.47,27.43,27.65,0.0,2023.33,2307634.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4445,4.18,3.03,28.95,29.27,2759.56,2379.5,2307990.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4446,4.46,1.76,31.11,31.18,0.0,2513.18,2308123.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4447,4.41,2.88,31.64,30.03,0.0,2955.42,2308566.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4448,4.39,1.89,29.96,28.67,0.0,3125.18,2308735.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4449,4.38,2.12,29.2,28.56,0.0,3409.53,2309020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4450,4.38,3.16,26.24,25.81,0.0,3776.45,2309387.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4451,4.28,2.29,23.13,22.24,3444.76,3887.9,2309498.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4452,4.11,3.48,19.78,18.63,0.0,4291.87,2309902.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4453,4.19,1.85,18.35,17.56,0.0,4291.87,2309902.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4455,4.02,2.47,15.83,15.09,0.0,4644.01,2310254.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4456,3.95,1.44,15.21,14.6,0.0,0.0,2310254.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4457,3.95,3.61,14.43,14.04,0.0,372.94,2310627.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4458,3.95,3.23,13.62,13.19,0.0,372.94,2310627.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4459,3.93,2.86,12.98,12.71,0.0,372.94,2310627.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4460,3.86,3.1,12.77,12.64,2458.31,442.26,2310696.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4461,3.87,3.31,12.24,11.99,0.0,530.23,2310785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4462,3.87,3.05,12.01,11.72,0.0,530.23,2310785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4463,3.82,2.99,14.61,15.21,0.0,665.64,2310920.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4464,3.76,2.42,22.06,23.48,0.0,979.76,2311234.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4465,3.98,3.95,27.54,29.48,499.06,1608.68,2311863.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4466,4.3,3.07,31.61,32.9,0.0,1927.93,2312182.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4467,4.22,2.86,32.45,33.7,0.0,2320.23,2312575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4468,4.35,1.91,32.36,34.29,0.0,2595.93,2312850.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4469,4.19,2.55,33.2,34.92,0.0,2976.72,2313231.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4470,4.34,3.46,34.73,35.02,0.0,3344.47,2313599.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4471,4.33,2.87,36.04,34.11,3311.56,3553.98,2313808.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4472,4.3,1.84,32.76,33.22,0.0,3795.82,2314050.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4473,4.28,1.98,31.16,31.61,0.0,4159.12,2314413.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4474,4.21,2.47,27.36,27.68,0.0,4489.53,2314744.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4475,4.16,3.2,24.17,24.09,0.0,4789.48,2315044.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4476,4.11,1.89,22.59,22.41,0.0,4789.48,2315044.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4477,4.0,2.83,21.26,20.89,0.0,5087.07,2315341.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4478,3.9,3.59,20.64,20.36,0.0,5359.23,2315613.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4479,3.9,2.92,20.1,20.07,0.0,5359.23,2315613.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4480,3.83,3.55,16.59,16.61,0.0,0.0,2315774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4481,3.76,2.96,16.6,16.61,0.0,0.0,2315774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4482,3.76,2.44,16.61,16.6,0.0,0.0,2315774.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4483,3.76,3.61,16.13,16.04,0.0,221.07,2315995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4484,3.76,3.19,15.67,15.56,0.0,221.07,2315995.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4485,3.76,3.75,15.49,15.27,0.0,309.09,2316083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4486,3.76,3.75,15.29,15.19,0.0,309.09,2316083.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4487,3.76,2.6,16.54,16.64,0.0,309.13,2316083.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4488,3.74,3.34,17.11,17.17,0.0,811.57,2316585.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4489,4.09,3.31,17.86,17.34,0.0,1210.71,2316984.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4490,4.41,2.48,23.22,23.28,0.0,1570.79,2317344.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4491,4.35,2.32,22.57,22.77,0.0,1953.85,2317727.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4492,4.22,2.69,21.35,21.59,0.0,2426.26,2318200.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4493,4.07,2.76,22.01,22.36,0.0,2809.43,2318583.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4494,4.09,3.57,21.17,20.92,0.0,3242.26,2319016.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4495,4.17,3.78,25.7,24.89,0.0,3634.76,2319408.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4496,3.92,2.84,21.68,21.9,0.0,4770.97,2320545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4497,3.8,2.91,19.79,19.85,0.0,5114.59,2320888.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4498,3.74,3.72,18.68,18.59,243.55,5503.92,2321277.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4499,3.74,2.4,16.94,16.82,0.0,5526.27,2321300.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4500,3.74,2.72,15.95,15.83,0.0,5729.7,2321503.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4501,3.63,3.34,15.11,14.91,1437.28,5945.19,2321719.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4502,3.63,3.21,14.51,14.21,0.0,0.0,2321822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4503,3.63,2.72,14.31,14.06,0.0,0.0,2321822.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
